,date,Volume,Close,Positive,Negative,Neutral,Price_change
0,2011-01-04,4796420000,1270.199951171875,0.06430036543558042,0.17620387642333904,0.7594957326849302,-0.3333333333333333
1,2011-01-05,4764920000,1276.56005859375,0.070152312827607,0.11520235769761104,0.8146453350782394,0.2
2,2011-01-06,4844100000,1273.8499755859375,0.2204247534275055,0.023660801040629547,0.755914414053162,0.2
3,2011-01-07,4963110000,1271.5,0.05648837915311257,0.15240683412800232,0.7911047617594401,-0.6
4,2011-01-10,4036450000,1269.75,0.036662124345699945,0.2743595875799656,0.6889782826105754,-0.3333333333333333
5,2011-01-11,4050750000,1274.47998046875,0.6665563754737377,0.05006061028689146,0.28338301591575144,-0.2
6,2011-01-12,4226940000,1285.9599609375,0.046794414675484106,0.2550075458517919,0.6981980049361786,0.5
7,2011-01-13,4310840000,1283.760009765625,0.04732535794377327,0.22112607043236493,0.731548599600792,0.2
8,2011-01-14,4661590000,1293.239990234375,0.22713918285000895,0.2192133655594218,0.5536474575244246,-0.2
9,2011-01-18,5284990000,1295.02001953125,0.08672887422144412,0.3508793933782727,0.5623917281627655,0.2
10,2011-01-19,4743710000,1281.9200439453125,0.10157143790274858,0.03348788432776928,0.8649406863583459,-0.6666666666666666
11,2011-01-20,4935320000,1280.260009765625,0.33078808275361854,0.24396630551459061,0.42524561476376316,0.0
12,2011-01-21,4935320000,1283.3499755859375,0.03939944109879434,0.42428098036907613,0.5363195636309683,0.0
13,2011-01-24,3902470000,1290.8399658203125,0.2296757379339801,0.037226416170597076,0.7330978678332435,1.0
14,2011-01-25,4595380000,1291.1800537109375,0.0632750348054937,0.032395710836031606,0.9043292360646384,-0.5
15,2011-01-26,4730980000,1296.6300048828125,0.11253475428869328,0.18102704415408274,0.7064381887515385,0.5
16,2011-01-27,4309190000,1299.5400390625,0.3297715260026356,0.026024646086928744,0.644203854103883,1.0
17,2011-01-28,5618630000,1276.3399658203125,0.04972439608536661,0.2351376098425438,0.7151379942273101,-1.0
18,2011-01-31,4167160000,1286.1199951171875,0.12693998155494532,0.024512366702159245,0.848547637462616,-0.3333333333333333
19,2011-02-01,5164500000,1307.5899658203125,0.02699677770336469,0.22433387488126755,0.748669316371282,1.0
20,2011-02-02,4098260000,1304.030029296875,0.027315822895616293,0.5865654437802732,0.3861187696456909,1.0
21,2011-02-03,4370990000,1307.0999755859375,0.08360521360522226,0.18220750352012968,0.7341872806616482,0.0
22,2011-02-04,3925950000,1310.8699951171875,0.32778113971774775,0.028129963553510606,0.6440889240863422,-0.3333333333333333
23,2011-02-07,3902270000,1319.050048828125,0.08177004754543304,0.022498464211821556,0.895731508731842,0.0
24,2011-02-08,3881530000,1324.5699462890625,0.11555754807260303,0.08723719314568573,0.797205236223009,0.3333333333333333
25,2011-02-09,3922240000,1320.8800048828125,0.17075327576862442,0.3220557477325201,0.5071909787754217,1.0
26,2011-02-10,4184610000,1321.8699951171875,0.10705481389803546,0.09005381275589268,0.8028913510608531,0.3333333333333333
27,2011-02-11,4219300000,1329.1500244140625,0.325429233101507,0.1304077987248699,0.5441629942506552,0.5
28,2011-02-14,3567040000,1332.3199462890625,0.21683081922431788,0.06089935420701901,0.7222698405385017,-0.3333333333333333
29,2011-02-15,3926860000,1328.010009765625,0.29718791755537194,0.33251546168078977,0.3702966583271821,1.0
30,2011-02-16,1966450000,1336.3199462890625,0.05868188167611758,0.32477471760163706,0.616543386131525,0.3333333333333333
31,2011-02-17,1966450000,1340.4300537109375,0.25713030053302643,0.37342836856842043,0.369441301189363,0.0
32,2011-02-18,1162310000,1343.010009765625,0.7712562382221222,0.06031386461108923,0.1684298738837242,1.0
33,2011-02-22,1322780000,1315.43994140625,0.16794159880373627,0.10030727949924767,0.7317511579021811,-1.0
34,2011-02-23,1330340000,1307.4000244140625,0.7971110373735428,0.01808301256969571,0.1848059870302677,0.0
35,2011-02-24,1222900000,1306.0999755859375,0.04718922823667526,0.08910778444260359,0.8637029975652695,0.0
36,2011-02-25,3836030000,1319.8800048828125,0.5731391310691833,0.3447784185409546,0.08208233118057251,1.0
37,2011-03-01,1180420000,1306.3299560546875,0.15878130247195563,0.012596569024026394,0.8286221226056417,-0.3333333333333333
38,2011-03-02,1025000000,1308.43994140625,0.5367410778999329,0.019651036709547043,0.4436078667640686,-1.0
39,2011-03-03,4340470000,1330.969970703125,0.06170055673768123,0.2843854272117217,0.6539139896631241,1.0
40,2011-03-04,4223740000,1321.1500244140625,0.056413078059752784,0.024865104920334283,0.9187218149503072,-1.0
41,2011-03-07,3964730000,1310.1300048828125,0.09438085245589416,0.018437816606213648,0.8871813217798868,-0.3333333333333333
42,2011-03-08,4531420000,1321.8199462890625,0.1845606560818851,0.1592144772876054,0.6562248878180981,0.0
43,2011-03-09,3709520000,1320.02001953125,0.33738866075873375,0.013741169538762832,0.6488701982630624,0.3333333333333333
44,2011-03-10,4723020000,1295.1099853515625,0.23411250533536077,0.07282176171429455,0.6930657401680946,-0.5
45,2011-03-11,3740400000,1304.280029296875,0.772258460521698,0.013041391968727112,0.2147001326084137,1.0
46,2011-03-14,4050370000,1296.3900146484375,0.17438263911753893,0.02988022950012237,0.7957371529191732,-0.5
47,2011-03-15,5201400000,1281.8699951171875,0.07532685824359456,0.08569600984143715,0.8389771481355032,-1.0
48,2011-03-16,5833000000,1256.8800048828125,0.15949112533902127,0.3444423454347998,0.4960665376856923,-1.0
49,2011-03-17,4134950000,1273.719970703125,0.2720518708229065,0.04218617562825481,0.685761949668328,1.0
50,2011-03-18,4685500000,1279.2099609375,0.3454377871627609,0.021229568558434646,0.6333326548337936,1.0
51,2011-03-21,4223730000,1298.3800048828125,0.11719930917024612,0.014831844251602888,0.8679688572883606,1.0
52,2011-03-22,3576550000,1293.77001953125,0.04021989554166794,0.03435710142366588,0.9254229813814163,-0.5
53,2011-03-23,3842350000,1297.5400390625,0.21431721871097884,0.019821347668766975,0.7658614696313938,1.0
54,2011-03-24,4223740000,1309.6600341796875,0.28631847682926387,0.018688765820115805,0.694992775718371,1.0
55,2011-03-25,4223740000,1313.800048828125,0.03988649696111679,0.02140249591320753,0.938711017370224,-1.0
56,2011-03-28,3215170000,1310.18994140625,0.1857697452521986,0.02487734464618067,0.7893529088598572,0.0
