,date,stock,Open,Close,Volume,Positive,Negative,Neutral,Price_change
0,2020-03-09,AAPL,65.9375,66.5425033569336,286744800,0.046126607805490494,0.41146451234817505,0.5424088723957539,-1
1,2020-03-10,AAPL,69.28500366210938,71.33499908447266,285290000,0.07084497704636306,0.4490253427065909,0.48012966220267117,1
2,2020-03-11,AAPL,69.34750366210938,68.85749816894531,255598800,0.19099478729601418,0.4537614948515381,0.35524373315274715,-1
3,2020-03-12,AAPL,63.98500061035156,62.057498931884766,418474000,0.20422099325805904,0.4475181847810745,0.3482608150690794,-1
4,2020-03-13,AAPL,66.22250366210938,69.49250030517578,370732000,0.31586329672824254,0.21812686188654465,0.46600984934378753,1
5,2020-03-16,AAPL,60.48749923706055,60.5525016784668,322423600,0.07255585796453735,0.5235326432368972,0.4039115037091754,-1
6,2020-03-17,AAPL,61.877498626708984,63.21500015258789,324056000,0.27263492881320417,0.40650853188708425,0.32085652090609074,1
7,2020-03-18,AAPL,59.942501068115234,61.66749954223633,300233600,0.27466358453966677,0.3247674540616572,0.4005689756013453,-1
8,2020-03-19,AAPL,61.84749984741211,61.19499969482422,271857200,0.2593526691198349,0.11050715018063784,0.6301401406526566,-1
9,2020-03-20,AAPL,61.79499816894531,57.310001373291016,401693200,0.48432126035913825,0.38056485168635845,0.1351138586178422,-1
10,2020-03-23,AAPL,57.02000045776367,56.092498779296875,336752800,0.2727690895553678,0.3918363896664232,0.33539453498087823,-1
11,2020-03-24,AAPL,59.09000015258789,61.720001220703125,287531200,0.3377551408484578,0.21886957436800003,0.4433752899723394,1
12,2020-03-25,AAPL,62.6875,61.380001068115234,303602000,0.438486689532345,0.24186935601755977,0.3196439671922814,-1
13,2020-03-26,AAPL,61.630001068115234,64.61000061035156,252087200,0.17222031578421593,0.017452816478908062,0.8103269338607788,1
14,2020-03-27,AAPL,63.1875,61.935001373291016,204216800,0.42472161756207544,0.33538778630706173,0.23989058254907528,-1
15,2020-03-30,AAPL,62.685001373291016,63.70249938964844,167976400,0.29692969424650073,0.5848813219927251,0.11818897817283869,1
16,2020-03-31,AAPL,63.900001525878906,63.5724983215332,197002000,0.20926042422652244,0.05064186565577984,0.7400977283716201,-1
17,2020-04-01,AAPL,61.625,60.227500915527344,176218400,0.07041937192635876,0.5574675638760839,0.3721131022487368,-1
18,2020-04-02,AAPL,60.084999084472656,61.23249816894531,165934000,0.3496209904551506,0.19777314830571413,0.45260587334632874,1
19,2020-04-03,AAPL,60.70000076293945,60.352500915527344,129880000,0.09141707345843315,0.5394234880805016,0.369159409403801,-1
20,2020-04-06,AAPL,62.724998474121094,65.61750030517578,201820400,0.401915454864502,0.030238661915063858,0.567845881730318,1
21,2020-04-07,AAPL,67.69999694824219,64.85749816894531,202887200,0.5078320018947124,0.02777254208922386,0.4643954588100314,-1
22,2020-04-08,AAPL,65.68499755859375,66.51750183105469,168895200,0.32972101364284756,0.18720059022307395,0.48307840395718815,1
23,2020-04-09,AAPL,67.17500305175781,66.99749755859375,161834800,0.3890481948852539,0.15360515899956226,0.4573466286063194,1
24,2020-04-13,AAPL,67.07749938964844,68.3125,131022800,0.2916035282736023,0.46562711413328844,0.24276935712744793,1
25,2020-04-14,AAPL,70.0,71.76249694824219,194994800,0.4907895397394896,0.1962547142058611,0.31295574866235254,1
26,2020-04-15,AAPL,70.5999984741211,71.10749816894531,131154400,0.4248012447108825,0.023826965906967718,0.5513717941939831,-1
27,2020-04-16,AAPL,71.84500122070312,71.67250061035156,157125200,0.487098726676777,0.14609322464093566,0.3668080202769488,1
28,2020-04-17,AAPL,71.17250061035156,70.69999694824219,215250000,0.3647814285941422,0.3740473007783294,0.26117128506302834,-1
29,2020-04-20,AAPL,69.48750305175781,69.23249816894531,130015200,0.14532283941904703,0.11738288216292858,0.7372942666212717,-1
30,2020-04-21,AAPL,69.06999969482422,67.09249877929688,180991600,0.25198432415102917,0.18505676633988818,0.5629588880886635,-1
31,2020-04-22,AAPL,68.40249633789062,69.0250015258789,116862400,0.6818811784032732,0.2584408817347139,0.059677922166883945,1
32,2020-04-23,AAPL,68.96749877929688,68.75749969482422,124814400,0.06996490216503541,0.4165670851555963,0.5134680258731047,-1
33,2020-04-24,AAPL,69.30000305175781,70.74250030517578,126161200,0.2171181437248985,0.34254290380825597,0.4403389555712541,1
34,2020-04-27,AAPL,70.44999694824219,70.7925033569336,117087600,0.21804965098272078,0.3240000274963677,0.45795031008310616,1
35,2020-04-28,AAPL,71.2699966430664,69.6449966430664,112004800,0.11597071215510368,0.2365690702572465,0.6474602371454239,-1
36,2020-04-29,AAPL,71.18250274658203,71.93250274658203,137280800,0.6551758479326963,0.041833705734461546,0.30299042258411646,1
37,2020-04-30,AAPL,72.48999786376953,73.44999694824219,183064000,0.3462706816781844,0.2435279824637941,0.41020135613424435,1
38,2020-05-01,AAPL,71.5625,72.26750183105469,240616800,0.5157645242931,0.23186237345738658,0.2523731091541463,-1
39,2020-05-04,AAPL,72.2925033569336,73.29000091552734,133568000,0.2898503893188068,0.1355805125619684,0.5745690954583031,1
40,2020-05-05,AAPL,73.76499938964844,74.38999938964844,147751200,0.15792247218390307,0.06806948610271017,0.7740080393850803,1
41,2020-05-06,AAPL,75.11499786376953,75.15750122070312,142333600,0.27106382213532926,0.025118930730968714,0.7038172513246537,1
42,2020-05-08,AAPL,76.41000366210938,77.53250122070312,133838400,0.06891392756785665,0.34060702632580486,0.5904790450419698,1
43,2020-05-11,AAPL,77.0250015258789,78.75250244140625,145946400,0.15385804325342178,0.02323659509420395,0.8229053616523743,1
44,2020-05-12,AAPL,79.4574966430664,77.85250091552734,162301200,0.2203664407134056,0.048313225619494915,0.7313203113153577,-1
45,2020-05-13,AAPL,78.0374984741211,76.9124984741211,200622400,0.4493630776802699,0.19350276111314693,0.3571341782808304,-1
46,2020-05-14,AAPL,76.12750244140625,77.38500213623047,158929200,0.12930515874177217,0.27469123620539904,0.5960036125034094,1
47,2020-05-15,AAPL,75.0875015258789,76.92749786376953,166348400,0.20178230189614826,0.36406521571593153,0.43415248807933593,-1
48,2020-05-18,AAPL,78.2925033569336,78.73999786376953,135178400,0.36786154471337795,0.015421347226947546,0.6167170703411102,1
49,2020-05-19,AAPL,78.75749969482422,78.28500366210938,101729600,0.15720291272737086,0.24950265139341354,0.5932944896630943,-1
50,2020-05-20,AAPL,79.16999816894531,79.80750274658203,111504800,0.5130840831746658,0.03648046481733521,0.45043549438317615,1
51,2020-05-21,AAPL,79.66500091552734,79.2125015258789,102688800,0.27639550793295103,0.2516384543851018,0.47196606794993085,-1
52,2020-05-22,AAPL,78.94249725341797,79.72250366210938,81803200,0.2086402028799057,0.010435780510306358,0.7809240221977234,1
53,2020-05-26,AAPL,80.875,79.18250274658203,125522000,0.5845185027768215,0.07191669537375371,0.3435647673904896,-1
54,2020-05-27,AAPL,79.03500366210938,79.52749633789062,112945200,0.45569947697222235,0.0394179037772119,0.504882638156414,1
55,2020-05-28,AAPL,79.19249725341797,79.5625,133560800,0.1231790604069829,0.5517267019022256,0.3250942640006542,1
56,2020-05-29,AAPL,79.8125,79.48500061035156,153532400,0.024111449718475342,0.9562063217163086,0.01968221738934517,-1
57,2020-06-01,AAPL,79.4375,80.4625015258789,80791200,0.14029122943369052,0.27694119280204177,0.5827675567318996,1
58,2020-06-02,AAPL,80.1875,80.83499908447266,87642800,0.29814833934817997,0.4187850949487516,0.28306656756571363,1
59,2020-06-03,AAPL,81.16500091552734,81.27999877929688,104491200,0.23750287666916847,0.2279478967455881,0.5345492285809347,1
60,2020-06-04,AAPL,81.09750366210938,80.58000183105469,87560400,0.37594079474608105,0.027480532104770344,0.5965786327918371,-1
61,2020-06-05,AAPL,80.8375015258789,82.875,137250400,0.5393094725906848,0.03511909060180187,0.4255714323371649,1
62,2020-06-08,AAPL,82.5625,83.36499786376953,95654400,0.6556640863418579,0.03421571059152484,0.31012021253506344,1
63,2020-06-09,AAPL,83.03500366210938,85.99749755859375,147712400,0.40625657979398966,0.030222333793062717,0.5635210908949375,1
64,2020-06-10,AAPL,86.9749984741211,88.20999908447266,166651600,0.43000480718910694,0.04636347262809674,0.5236316931744417,1
65,2020-04-27,AMZN,122.16000366210938,118.80000305175781,112912000,0.15533810295164585,0.1547111306960384,0.6899507716298103,-1
66,2020-04-28,AMZN,118.6050033569336,115.7040023803711,105388000,0.1269757519165675,0.4940687903513511,0.37895546269913516,-1
67,2020-04-29,AMZN,116.50050354003906,118.635498046875,91832000,0.3326721756020561,0.12157101085176691,0.5457567994017154,1
68,2020-04-30,AMZN,120.99199676513672,123.69999694824219,190692000,0.4055423312648027,0.16853536172183575,0.4259223170854427,1
69,2020-05-01,AMZN,116.83999633789062,114.302001953125,195452000,0.35342851629844163,0.3361058793507698,0.31046559602567336,-1
70,2020-05-04,AMZN,112.81900024414062,115.79949951171875,97318000,0.15980736011018357,0.2564271593776842,0.5837654521067938,1
71,2020-05-05,AMZN,117.0,115.88999938964844,64850000,0.07827449357137084,0.41412198182661086,0.5076035154052079,1
72,2020-05-06,AMZN,116.47200012207031,117.56300354003906,62356000,0.43638364122145706,0.05339896270177431,0.5102173924032185,1
73,2020-05-07,AMZN,118.73899841308594,118.38050079345703,67928000,0.11251467489637434,0.21982884034514427,0.6676564663648605,1
74,2020-05-08,AMZN,118.60700225830078,118.98049926757812,64132000,0.11535727977752686,0.17154504964128137,0.7130976915359497,1
75,2020-05-11,AMZN,118.73500061035156,120.44999694824219,65184000,0.16421734021666148,0.3035427527502179,0.5322398971766233,1
76,2020-05-12,AMZN,120.59249877929688,117.84750366210938,61498000,0.13547485611504978,0.14320708273185623,0.7213180686036745,-1
77,2020-05-13,AMZN,118.33999633789062,118.39600372314453,95658000,0.1990008122391171,0.22205498452401823,0.578944194648001,1
78,2020-05-14,AMZN,118.05049896240234,119.44249725341797,72962000,0.18816178664565086,0.04377578478306532,0.768062436580658,1
79,2020-05-15,AMZN,118.4260025024414,120.48899841308594,84700000,0.22592952800914645,0.17072191655946276,0.6033485705653826,1
80,2020-05-18,AMZN,120.21749877929688,121.31300354003906,87144000,0.2743987875680129,0.09824100889575978,0.627360204855601,1
81,2020-05-19,AMZN,121.49150085449219,122.46649932861328,86410000,0.1881983921242257,0.17533717087159553,0.6364644340549906,1
82,2020-05-20,AMZN,123.89350128173828,124.89700317382812,79962000,0.2945223410303394,0.1593159068789747,0.5461617459853491,1
83,2020-05-21,AMZN,125.0,122.33699798583984,102288000,0.23347568387786546,0.09967601878775491,0.6668483085102506,-1
84,2020-05-22,AMZN,122.75050354003906,121.84400177001953,57342000,0.12578529696911572,0.27821407848969104,0.5960006169974804,-1
85,2020-05-26,AMZN,122.9000015258789,121.09300231933594,71364000,0.5190890798611301,0.07458990060591272,0.4063210210629872,-1
86,2020-05-27,AMZN,120.24949645996094,120.51950073242188,101138000,0.4372868862003088,0.12331426544114947,0.43939885422587394,-1
87,2020-05-28,AMZN,119.21649932861328,120.05500030517578,63804000,0.07707249280065298,0.39029838144779205,0.5326291657984257,-1
88,2020-05-29,AMZN,120.7969970703125,122.11849975585938,70198000,0.18745591375045478,0.2523669747170061,0.5601771012879908,1
89,2020-06-01,AMZN,122.4000015258789,123.552001953125,58578000,0.2495766542851925,0.2593285889985661,0.4910947360719244,1
90,2020-06-02,AMZN,123.3499984741211,123.62049865722656,50598000,0.2601410432585648,0.09916726992066417,0.6406916933400291,1
91,2020-06-03,AMZN,123.40049743652344,123.91999816894531,53420000,0.42385062541473995,0.2288988238539208,0.347250554879958,1
92,2020-06-04,AMZN,123.87149810791016,123.02999877929688,58974000,0.26280022334928316,0.12805182525577644,0.6091479361057281,-1
93,2020-06-05,AMZN,122.22550201416016,124.1500015258789,66128000,0.3088790034875274,0.20349787306040526,0.4876231275498867,1
94,2020-06-08,AMZN,125.01000213623047,126.2030029296875,79414000,0.5071057123555378,0.12714925179765982,0.3657450442287055,1
95,2020-06-09,AMZN,126.47200012207031,130.04299926757812,103520000,0.29933730652555823,0.1935128184268251,0.5071498963516206,1
96,2020-06-10,AMZN,132.25,132.37249755859375,98920000,0.47406613640487194,0.021553605794906616,0.5043802379320065,1
97,2011-03-03,NVDA,5.307499885559082,5.21750020980835,159370400,0.015090343542397022,0.825096070766449,0.15981356799602509,1
98,2011-03-07,NVDA,5.227499961853027,5.117499828338623,101914000,0.06480506435036659,0.02575640007853508,0.9094385206699371,-1
99,2011-03-08,NVDA,5.172500133514404,4.887499809265137,194718400,0.33130728732794523,0.2941811461932957,0.37451156228780746,-1
100,2011-03-09,NVDA,4.872499942779541,4.784999847412109,131897600,0.060044754296541214,0.017414032792051632,0.9225412408510844,-1
101,2011-03-10,NVDA,4.675000190734863,4.480000019073486,172273600,0.07036684267222881,0.0414614574983716,0.8881717026233673,-1
102,2011-03-15,NVDA,4.327499866485596,4.414999961853027,125628000,0.03468724029759566,0.28738030201445025,0.677932490905126,-1
103,2011-03-16,NVDA,4.375,4.382500171661377,147652000,0.02396178183456262,0.3483634702861309,0.6276747770607471,-1
104,2011-03-22,NVDA,4.427499771118164,4.362500190734863,71833200,0.03099033795297146,0.06813942641019821,0.9008702039718628,-1
105,2011-03-24,NVDA,4.547500133514404,4.807499885559082,178059200,0.04784392068783442,0.02995891682803631,0.922197163105011,1
106,2011-03-28,NVDA,4.767499923706055,4.829999923706055,120428400,0.3903251215815544,0.03173766145482659,0.5779372113756835,1
107,2011-03-29,NVDA,4.829999923706055,4.792500019073486,71576400,0.043670471757650375,0.03492794558405876,0.9214016199111938,-1
108,2011-03-30,NVDA,4.829999923706055,4.612500190734863,117632000,0.032295309007167816,0.7615100145339966,0.2061946839094162,-1
109,2011-04-04,NVDA,4.550000190734863,4.387499809265137,92432800,0.028447461314499378,0.48650697246193886,0.4850456044077873,-1
110,2011-04-06,NVDA,4.427499771118164,4.364999771118164,85698400,0.02177763171494007,0.23750269412994385,0.7407196760177612,-1
111,2011-04-07,NVDA,4.375,4.525000095367432,102120800,0.9418919086456299,0.028500689193606377,0.029607335105538368,1
112,2011-04-08,NVDA,4.559999942779541,4.387499809265137,74655200,0.012530723586678505,0.9494683742523193,0.03800090402364731,-1
113,2011-04-12,NVDA,4.287499904632568,4.34250020980835,84075600,0.37484607193619013,0.505209606140852,0.11994434520602226,1
114,2011-04-14,NVDA,4.400000095367432,4.627500057220459,125470400,0.02995079942047596,0.06073462963104248,0.9093145728111267,1
115,2011-04-18,NVDA,4.567500114440918,4.522500038146973,74358400,0.054317647591233253,0.04667099565267563,0.8990113437175751,-1
116,2011-04-26,NVDA,4.742499828338623,4.824999809265137,67600000,0.9183585047721863,0.009829825721681118,0.07181165367364883,1
117,2011-04-27,NVDA,4.849999904632568,4.824999809265137,45000400,0.051443617790937424,0.015791911631822586,0.9327644407749176,-1
118,2011-04-28,NVDA,4.824999809265137,4.877500057220459,68400000,0.05726009048521519,0.029179816444714863,0.9135600328445435,1
119,2011-04-29,NVDA,4.909999847412109,5.0,83600000,0.03569731488823891,0.08714311569929123,0.8771595358848572,1
120,2011-05-09,NVDA,4.84499979019165,4.9375,70632800,0.0459438506513834,0.03516415258248647,0.9188920060793558,1
121,2011-05-10,NVDA,4.977499961853027,4.945000171661377,69097600,0.04029403626918793,0.0530566805973649,0.906649261713028,1
122,2011-05-11,NVDA,4.96999979019165,4.96750020980835,61600000,0.036327533423900604,0.05117404833436012,0.912498414516449,1
123,2011-05-12,NVDA,4.949999809265137,5.125,122400000,0.22598865854420833,0.22291508822568826,0.5510962621441909,1
124,2011-05-13,NVDA,4.800000190734863,4.565000057220459,202519200,0.15440616188080689,0.2269043741551669,0.6186894631307376,-1
125,2011-05-16,NVDA,4.552499771118164,4.425000190734863,72818800,0.03723006509244442,0.25202413089573383,0.7107457965612411,-1
126,2011-05-17,NVDA,4.409999847412109,4.40749979019165,142036400,0.10454498728116353,0.151854345574975,0.7436006665229797,-1
127,2011-05-18,NVDA,4.425000190734863,4.510000228881836,65884400,0.08123090118169785,0.032172705978155136,0.8865963816642761,1
128,2011-05-23,NVDA,4.457499980926514,4.517499923706055,58800000,0.06185830384492874,0.0218452550470829,0.9162964820861816,-1
129,2011-05-24,NVDA,4.539999961853027,4.534999847412109,72037200,0.03399739786982536,0.019242918118834496,0.9467597007751465,1
130,2011-05-26,NVDA,4.590000152587891,4.704999923706055,70643600,0.02453453652560711,0.04763813316822052,0.9278272986412048,1
131,2011-05-31,NVDA,4.96999979019165,5.010000228881836,120071600,0.47424066439270973,0.023291360586881638,0.5024679563939571,1
132,2011-06-01,NVDA,4.987500190734863,4.784999847412109,76220800,0.030534066259860992,0.05291656032204628,0.9165493845939636,-1
133,2011-06-02,NVDA,4.792500019073486,4.762499809265137,60759200,0.007628766354173422,0.9522095322608948,0.04016166552901268,-1
134,2011-06-09,NVDA,4.389999866485596,4.34250020980835,74163200,0.45801621054609615,0.028280039007465046,0.5137037535508474,-1
135,2011-06-15,NVDA,4.227499961853027,4.192500114440918,93591600,0.01644076034426689,0.9512869119644165,0.03227239102125168,-1
136,2011-06-23,NVDA,3.884999990463257,4.052499771118164,74402400,0.09348582103848457,0.041182235814630985,0.8653319180011749,1
137,2011-06-27,NVDA,3.934999942779541,3.8524999618530273,114215200,0.06957089155912399,0.03316017612814903,0.8972689509391785,-1
138,2011-06-30,NVDA,3.944999933242798,3.984999895095825,65230000,0.02847515046596527,0.060905564576387405,0.9106192588806152,1
139,2011-07-05,NVDA,4.03249979019165,3.9700000286102295,53529600,0.025982210412621498,0.062292058020830154,0.9117257595062256,-1
140,2011-07-18,NVDA,3.497499942779541,3.450000047683716,81820000,0.05349520593881607,0.03282826114445925,0.9136765599250793,-1
141,2011-07-19,NVDA,3.4600000381469727,3.555000066757202,60222400,0.03283362090587616,0.023538753390312195,0.9436275959014893,1
142,2011-07-21,NVDA,3.515000104904175,3.674999952316284,114342000,0.17904204409569502,0.44846581807360053,0.37249211221933365,1
143,2011-07-26,NVDA,3.5850000381469727,3.5999999046325684,69827600,0.22835905849933624,0.01839016005396843,0.7532508373260498,-1
144,2011-07-28,NVDA,3.452500104904175,3.4574999809265137,64817600,0.13196641206741333,0.01284540630877018,0.8551881313323975,-1
145,2011-08-01,NVDA,3.5374999046325684,3.6424999237060547,101962000,0.029932541772723198,0.026568934321403503,0.9434985518455505,1
146,2011-08-02,NVDA,3.617500066757202,3.6050000190734863,135643200,0.08289446122944355,0.20093295350670815,0.7161725759506226,-1
147,2011-08-03,NVDA,3.612499952316284,3.702500104904175,76523600,0.08724760077893734,0.028318204917013645,0.8844342231750488,1
148,2011-08-08,NVDA,3.0799999237060547,2.9825000762939453,108418000,0.8614935278892517,0.014230491826310754,0.12427604012191296,-1
